experiment 	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual 	image_label
20170919	A12	4	1.020728786	1:50000	NA18511	NA19098	19098_18511	00054
20170919	B01	1	1.876248629	1:50000	NA18511	NA19098	19098_18511	00009
20170919	B02	1	1.777994029	1:50000	NA18511	NA19098	19098_18511	00008
20170919	B03	1	0.422411978	1:50000	NA18511	NA19098	19098_18511	00007
20170919	B04	1	2.101578569	1:50000	NA18511	NA19098	19098_18511	00055
20170919	B05	1	1.941234871	1:50000	NA18511	NA19098	19098_18511	00056
20170919	B06	1	1.888442593	1:50000	NA18511	NA19098	19098_18511	00057
20170919	B07	1	2.216585152	1:50000	NA18511	NA19098	19098_18511	00012
20170919	B08	1	1.88152564	1:50000	NA18511	NA19098	19098_18511	00011
20170919	B09	1	1.96324286	1:50000	NA18511	NA19098	19098_18511	00010
20170919	B10	1	1.967279344	1:50000	NA18511	NA19098	19098_18511	00058
20170919	B11	1	1.87272912	1:50000	NA18511	NA19098	19098_18511	00059
20170919	B12	1	2.10197559	1:50000	NA18511	NA19098	19098_18511	00060
20170919	C01	1	0.445761611	1:50000	NA18511	NA19098	19098_18511	00015
20170919	C02	1	1.787653746	1:50000	NA18511	NA19098	19098_18511	00014
20170919	C03	1	1.917101683	1:50000	NA18511	NA19098	19098_18511	00013
20170919	C04	1	0.611111139	1:50000	NA18511	NA19098	19098_18511	00061
20170919	C05	1	0.561244757	1:50000	NA18511	NA19098	19098_18511	00062
20170919	C06	1	2.10057961	1:50000	NA18511	NA19098	19098_18511	00063
20170919	C07	1	2.073298101	1:50000	NA18511	NA19098	19098_18511	00018
20170919	C08	1	2.02589316	1:50000	NA18511	NA19098	19098_18511	00017
20170919	C09	1	0.781025857	1:50000	NA18511	NA19098	19098_18511	00016
20170919	C10	3	1.05702338	1:50000	NA18511	NA19098	19098_18511	00064
20170919	C11	1	2.047492462	1:50000	NA18511	NA19098	19098_18511	00065
20170919	C12	1	1.937453538	1:50000	NA18511	NA19098	19098_18511	00066
20170919	D01	1	0.523299408	1:50000	NA18511	NA19098	19098_18511	00021
20170919	D02	1	0.42161844	1:50000	NA18511	NA19098	19098_18511	00020
20170919	D03	1	0.706750723	1:50000	NA18511	NA19098	19098_18511	00019
20170919	D04	1	0.804312564	1:50000	NA18511	NA19098	19098_18511	00067
20170919	D05	1	0.465918039	1:50000	NA18511	NA19098	19098_18511	00068
20170919	D06	1	2.011459186	1:50000	NA18511	NA19098	19098_18511	00069
20170919	D07	2	2.211219185	1:50000	NA18511	NA19098	19098_18511	00024
20170919	D08	1	1.791680999	1:50000	NA18511	NA19098	19098_18511	00023
20170919	D09	1	1.992246931	1:50000	NA18511	NA19098	19098_18511	00022
20170919	D10	1	2.058653419	1:50000	NA18511	NA19098	19098_18511	00070
20170919	D11	1	2.229854619	1:50000	NA18511	NA19098	19098_18511	00071
20170919	D12	1	1.89213185	1:50000	NA18511	NA19098	19098_18511	00072
20170919	E01	1	2.13812294	1:50000	NA18511	NA19098	19098_18511	00025
20170919	E02	1	0.903191004	1:50000	NA18511	NA19098	19098_18511	00026
20170919	E03	1	0.825194354	1:50000	NA18511	NA19098	19098_18511	00027
20170919	E04	1	2.317714689	1:50000	NA18511	NA19098	19098_18511	00075
20170919	E05	3	0.808885637	1:50000	NA18511	NA19098	19098_18511	00074
20170919	E06	1	2.109374876	1:50000	NA18511	NA19098	19098_18511	00073
20170919	E07	2	1.174117448	1:50000	NA18511	NA19098	19098_18511	00028
20170919	E08	1	0.651024509	1:50000	NA18511	NA19098	19098_18511	00029
20170919	E09	2	1.966888638	1:50000	NA18511	NA19098	19098_18511	00030
20170919	E10	1	1.904112243	1:50000	NA18511	NA19098	19098_18511	00078
20170919	E11	1	1.118000051	1:50000	NA18511	NA19098	19098_18511	00077
20170919	E12	2	2.176172968	1:50000	NA18511	NA19098	19098_18511	00076
20170919	F01	3	1.033449087	1:50000	NA18511	NA19098	19098_18511	00031
20170919	F02	1	0.621248311	1:50000	NA18511	NA19098	19098_18511	00032
20170919	F03	1	1.908747501	1:50000	NA18511	NA19098	19098_18511	00033
20170919	F04	5	1.874555872	1:50000	NA18511	NA19098	19098_18511	00081
20170919	F05	1	2.153092241	1:50000	NA18511	NA19098	19098_18511	00080
20170919	F06	1	2.236442393	1:50000	NA18511	NA19098	19098_18511	00079
20170919	F07	1	0.716715182	1:50000	NA18511	NA19098	19098_18511	00034
20170919	F08	1	2.203927862	1:50000	NA18511	NA19098	19098_18511	00035
20170919	F09	1	1.933088929	1:50000	NA18511	NA19098	19098_18511	00036
20170919	F10	1	2.171195282	1:50000	NA18511	NA19098	19098_18511	00084
20170919	F11	1	2.028827429	1:50000	NA18511	NA19098	19098_18511	00083
20170919	F12	1	2.445474743	1:50000	NA18511	NA19098	19098_18511	00082
20170919	G01	1	1.872488762	1:50000	NA18511	NA19098	19098_18511	00037
20170919	G02	1	2.245940571	1:50000	NA18511	NA19098	19098_18511	00038
20170919	G03	1	2.097998964	1:50000	NA18511	NA19098	19098_18511	00039
20170919	G04	2	2.263614489	1:50000	NA18511	NA19098	19098_18511	00087
20170919	G05	1	2.074382262	1:50000	NA18511	NA19098	19098_18511	00086
20170919	G06	1	0.699649682	1:50000	NA18511	NA19098	19098_18511	00085
20170919	G07	1	2.324958071	1:50000	NA18511	NA19098	19098_18511	00040
20170919	G08	1	1.63802057	1:50000	NA18511	NA19098	19098_18511	00041
20170919	G09	1	1.621423875	1:50000	NA18511	NA19098	19098_18511	00042
20170919	G10	1	2.453564607	1:50000	NA18511	NA19098	19098_18511	00090
20170919	G11	1	0.516945864	1:50000	NA18511	NA19098	19098_18511	00089
20170919	G12	2	2.152375617	1:50000	NA18511	NA19098	19098_18511	00088
20170919	H01	1	1.022733106	1:50000	NA18511	NA19098	19098_18511	00043
20170919	H02	1	0.668036918	1:50000	NA18511	NA19098	19098_18511	00044
20170919	H03	1	2.400762962	1:50000	NA18511	NA19098	19098_18511	00045
20170919	H04	1	2.681587242	1:50000	NA18511	NA19098	19098_18511	00093
20170919	H05	1	2.44734831	1:50000	NA18511	NA19098	19098_18511	00092
20170919	H06	1	2.410181218	1:50000	NA18511	NA19098	19098_18511	00091
20170919	H07	1	2.03958657	1:50000	NA18511	NA19098	19098_18511	00046
20170919	H08	1	0.897246236	1:50000	NA18511	NA19098	19098_18511	00047
20170919	H09	5	1.476018159	1:50000	NA18511	NA19098	19098_18511	00048
20170919	H10	1	1.06313626	1:50000	NA18511	NA19098	19098_18511	00096
20170919	H11	1	2.576697237	1:50000	NA18511	NA19098	19098_18511	00095
20170919	H12	1	2.789115981	1:50000	NA18511	NA19098	19098_18511	00094
20170920	A01	1	2.327286298	1:50000	NA18511	NA19160	19160_18511	00003
20170920	A02	1	0.868670712	1:50000	NA18511	NA19160	19160_18511	00002
20170920	A03	1	2.179504804	1:50000	NA18511	NA19160	19160_18511	00001
20170920	A04	1	1.033884328	1:50000	NA18511	NA19160	19160_18511	00049
20170920	A05	1	0.761773098	1:50000	NA18511	NA19160	19160_18511	00050
20170920	A06	1	2.055165768	1:50000	NA18511	NA19160	19160_18511	00051
20170920	A07	1	2.397141089	1:50000	NA18511	NA19160	19160_18511	00006
20170920	A08	1	1.851001536	1:50000	NA18511	NA19160	19160_18511	00005
20170920	A09	1	2.300937312	1:50000	NA18511	NA19160	19160_18511	00004
20170920	A10	1	0.136985204	1:50000	NA18511	NA19160	19160_18511	00052
20170920	A11	1	2.273400084	1:50000	NA18511	NA19160	19160_18511	00053
20170920	A12	1	2.17639898	1:50000	NA18511	NA19160	19160_18511	00054
20170920	B01	1	2.491827395	1:50000	NA18511	NA19160	19160_18511	00009
20170920	B02	2	1.685542865	1:50000	NA18511	NA19160	19160_18511	00008
20170920	B03	3	0.749344597	1:50000	NA18511	NA19160	19160_18511	00007
20170920	B04	1	2.009546811	1:50000	NA18511	NA19160	19160_18511	00055
20170920	B05	1	2.346081845	1:50000	NA18511	NA19160	19160_18511	00056
20170920	B06	1	1.92876099	1:50000	NA18511	NA19160	19160_18511	00057
20170920	B07	2	0.525064798	1:50000	NA18511	NA19160	19160_18511	00012
20170920	B08	1	2.455572734	1:50000	NA18511	NA19160	19160_18511	00011
20170920	B09	1	2.481138429	1:50000	NA18511	NA19160	19160_18511	00010
20170920	B10	1	1.923988317	1:50000	NA18511	NA19160	19160_18511	00058
20170920	B11	1	2.139998488	1:50000	NA18511	NA19160	19160_18511	00059
20170920	B12	1	2.19749944	1:50000	NA18511	NA19160	19160_18511	00060
20170920	C01	1	2.324608849	1:50000	NA18511	NA19160	19160_18511	00015
20170920	C02	1	1.95162768	1:50000	NA18511	NA19160	19160_18511	00014
20170920	C03	1	2.042097688	1:50000	NA18511	NA19160	19160_18511	00013
20170920	C04	1	0.508872204	1:50000	NA18511	NA19160	19160_18511	00061
20170920	C05	1	2.180759951	1:50000	NA18511	NA19160	19160_18511	00062
20170920	C06	1	2.264342657	1:50000	NA18511	NA19160	19160_18511	00063
20170920	C07	1	2.13752744	1:50000	NA18511	NA19160	19160_18511	00018
20170920	C08	1	1.124129017	1:50000	NA18511	NA19160	19160_18511	00017
20170920	C09	1	1.909824894	1:50000	NA18511	NA19160	19160_18511	00016
20170920	C10	1	0.634640517	1:50000	NA18511	NA19160	19160_18511	00064
20170920	C11	1	2.088261752	1:50000	NA18511	NA19160	19160_18511	00065
20170920	C12	1	1.839363858	1:50000	NA18511	NA19160	19160_18511	00066
20170920	D01	1	0.57599677	1:50000	NA18511	NA19160	19160_18511	00021
20170920	D02	1	1.724833907	1:50000	NA18511	NA19160	19160_18511	00020
20170920	D03	1	2.188825952	1:50000	NA18511	NA19160	19160_18511	00019
20170920	D04	3	1.577848	1:50000	NA18511	NA19160	19160_18511	00067
20170920	D05	1	1.377052701	1:50000	NA18511	NA19160	19160_18511	00068
20170920	D06	1	2.589604304	1:50000	NA18511	NA19160	19160_18511	00069
20170920	D07	1	1.204905854	1:50000	NA18511	NA19160	19160_18511	00024
20170920	D08	1	2.439715034	1:50000	NA18511	NA19160	19160_18511	00023
20170920	D09	1	2.275710649	1:50000	NA18511	NA19160	19160_18511	00022
20170920	D10	4	1.377129382	1:50000	NA18511	NA19160	19160_18511	00070
20170920	D11	2	2.318985573	1:50000	NA18511	NA19160	19160_18511	00071
20170920	D12	1	2.082955707	1:50000	NA18511	NA19160	19160_18511	00072
20170920	E01	1	0.772935503	1:50000	NA18511	NA19160	19160_18511	00025
20170920	E02	1	1.918990041	1:50000	NA18511	NA19160	19160_18511	00026
20170920	E03	3	2.527456728	1:50000	NA18511	NA19160	19160_18511	00027
20170920	E04	1	2.049998077	1:50000	NA18511	NA19160	19160_18511	00075
20170920	E05	1	2.793398956	1:50000	NA18511	NA19160	19160_18511	00074
20170920	E06	1	2.415676343	1:50000	NA18511	NA19160	19160_18511	00073
20170920	E07	2	1.145332971	1:50000	NA18511	NA19160	19160_18511	00028
20170920	E08	1	0.590530933	1:50000	NA18511	NA19160	19160_18511	00029
20170920	E09	2	1.013851787	1:50000	NA18511	NA19160	19160_18511	00030
20170920	E10	1	2.514447542	1:50000	NA18511	NA19160	19160_18511	00078
20170920	E11	1	2.14285946	1:50000	NA18511	NA19160	19160_18511	00077
20170920	E12	1	0.742243334	1:50000	NA18511	NA19160	19160_18511	00076
20170920	F01	1	1.395954555	1:50000	NA18511	NA19160	19160_18511	00031
20170920	F02	1	1.416743521	1:50000	NA18511	NA19160	19160_18511	00032
20170920	F03	4	1.530960339	1:50000	NA18511	NA19160	19160_18511	00033
20170920	F04	2	2.718412786	1:50000	NA18511	NA19160	19160_18511	00081
20170920	F05	1	2.481880668	1:50000	NA18511	NA19160	19160_18511	00080
20170920	F06	1	2.464447776	1:50000	NA18511	NA19160	19160_18511	00079
20170920	F07	1	2.322105633	1:50000	NA18511	NA19160	19160_18511	00034
20170920	F08	6	2.146122764	1:50000	NA18511	NA19160	19160_18511	00035
20170920	F09	1	0.918404641	1:50000	NA18511	NA19160	19160_18511	00036
20170920	F10	1	2.44418227	1:50000	NA18511	NA19160	19160_18511	00084
20170920	F11	1	2.382030177	1:50000	NA18511	NA19160	19160_18511	00083
20170920	F12	1	2.591799344	1:50000	NA18511	NA19160	19160_18511	00082
20170920	G01	1	1.889958862	1:50000	NA18511	NA19160	19160_18511	00037
20170920	G02	1	0.54347643	1:50000	NA18511	NA19160	19160_18511	00038
20170920	G03	1	0.61038127	1:50000	NA18511	NA19160	19160_18511	00039
20170920	G04	4	1.921250892	1:50000	NA18511	NA19160	19160_18511	00087
20170920	G05	1	2.842672007	1:50000	NA18511	NA19160	19160_18511	00086
20170920	G06	1	2.277944594	1:50000	NA18511	NA19160	19160_18511	00085
20170920	G07	2	2.391486217	1:50000	NA18511	NA19160	19160_18511	00040
20170920	G08	1	0.881405902	1:50000	NA18511	NA19160	19160_18511	00041
20170920	G09	1	2.624820877	1:50000	NA18511	NA19160	19160_18511	00042
20170920	G10	1	0.617855471	1:50000	NA18511	NA19160	19160_18511	00090
20170920	G11	1	0.772882422	1:50000	NA18511	NA19160	19160_18511	00089
20170920	G12	1	2.161616694	1:50000	NA18511	NA19160	19160_18511	00088
20170920	H01	1	2.593352131	1:50000	NA18511	NA19160	19160_18511	00043
20170920	H02	2	2.159450369	1:50000	NA18511	NA19160	19160_18511	00044
20170920	H03	1	1.07062324	1:50000	NA18511	NA19160	19160_18511	00045
20170920	H04	1	2.551661801	1:50000	NA18511	NA19160	19160_18511	00093
20170920	H05	1	0.563901896	1:50000	NA18511	NA19160	19160_18511	00092
20170920	H06	1	2.627822516	1:50000	NA18511	NA19160	19160_18511	00091
20170920	H07	3	2.093704685	1:50000	NA18511	NA19160	19160_18511	00046
20170920	H08	1	2.496463887	1:50000	NA18511	NA19160	19160_18511	00047
20170920	H09	2	1.108001297	1:50000	NA18511	NA19160	19160_18511	00048
20170920	H10	1	2.333229948	1:50000	NA18511	NA19160	19160_18511	00096
20170920	H11	1	2.819878744	1:50000	NA18511	NA19160	19160_18511	00095
20170920	H12	1	2.241843814	1:50000	NA18511	NA19160	19160_18511	00094
20170921	A01	1	0.988169961	1:50000	NA18870	NA19160	18870_19160	00003
20170921	A02	1	2.363851888	1:50000	NA18870	NA19160	18870_19160	00002
20170921	A03	1	2.000778668	1:50000	NA18870	NA19160	18870_19160	00001
20170921	A04	4	0.916729615	1:50000	NA18870	NA19160	18870_19160	00049
20170921	A05	1	1.679851936	1:50000	NA18870	NA19160	18870_19160	00050
20170921	A06	1	1.955476751	1:50000	NA18870	NA19160	18870_19160	00051
20170921	A07	1	1.693678318	1:50000	NA18870	NA19160	18870_19160	00006
20170921	A08	1	2.092385809	1:50000	NA18870	NA19160	18870_19160	00005
20170921	A09	1	1.369068874	1:50000	NA18870	NA19160	18870_19160	00004
20170921	A10	1	2.191205764	1:50000	NA18870	NA19160	18870_19160	00052
20170921	A11	1	1.782266259	1:50000	NA18870	NA19160	18870_19160	00053
20170921	A12	1	1.796779274	1:50000	NA18870	NA19160	18870_19160	00054
20170921	B01	1	2.309177984	1:50000	NA18870	NA19160	18870_19160	00009
20170921	B02	1	0.840075939	1:50000	NA18870	NA19160	18870_19160	00008
20170921	B03	1	2.137475354	1:50000	NA18870	NA19160	18870_19160	00007
20170921	B04	1	0.824962023	1:50000	NA18870	NA19160	18870_19160	00055
20170921	B05	1	2.324065726	1:50000	NA18870	NA19160	18870_19160	00056
20170921	B06	1	1.038051801	1:50000	NA18870	NA19160	18870_19160	00057
20170921	B07	1	1.501796453	1:50000	NA18870	NA19160	18870_19160	00012
20170921	B08	1	1.956137661	1:50000	NA18870	NA19160	18870_19160	00011
20170921	B09	1	2.706093319	1:50000	NA18870	NA19160	18870_19160	00010
20170921	B10	1	2.446182972	1:50000	NA18870	NA19160	18870_19160	00058
20170921	B11	1	1.637214615	1:50000	NA18870	NA19160	18870_19160	00059
20170921	B12	3	1.824720253	1:50000	NA18870	NA19160	18870_19160	00060
20170921	C01	1	1.417140147	1:50000	NA18870	NA19160	18870_19160	00015
20170921	C02	2	2.20977054	1:50000	NA18870	NA19160	18870_19160	00014
20170921	C03	1	1.867772793	1:50000	NA18870	NA19160	18870_19160	00013
20170921	C04	1	1.81597141	1:50000	NA18870	NA19160	18870_19160	00061
20170921	C05	1	2.153876026	1:50000	NA18870	NA19160	18870_19160	00062
20170921	C06	20	1.914790441	1:50000	NA18870	NA19160	18870_19160	00063
20170921	C07	4	0.304770905	1:50000	NA18870	NA19160	18870_19160	00018
20170921	C08	0	1.716249903	1:50000	NA18870	NA19160	18870_19160	00017
20170921	C09	1	2.353592	1:50000	NA18870	NA19160	18870_19160	00016
20170921	C10	1	1.302240612	1:50000	NA18870	NA19160	18870_19160	00064
20170921	C11	1	1.428073286	1:50000	NA18870	NA19160	18870_19160	00065
20170921	C12	1	2.475428179	1:50000	NA18870	NA19160	18870_19160	00066
20170921	D01	5	1.530169658	1:50000	NA18870	NA19160	18870_19160	00021
20170921	D02	1	2.336896971	1:50000	NA18870	NA19160	18870_19160	00020
20170921	D03	1	1.707385402	1:50000	NA18870	NA19160	18870_19160	00019
20170921	D04	1	1.08535816	1:50000	NA18870	NA19160	18870_19160	00067
20170921	D05	1	2.333008203	1:50000	NA18870	NA19160	18870_19160	00068
20170921	D06	1	1.340184357	1:50000	NA18870	NA19160	18870_19160	00069
20170921	D07	1	2.211874482	1:50000	NA18870	NA19160	18870_19160	00024
20170921	D08	1	2.354327668	1:50000	NA18870	NA19160	18870_19160	00023
20170921	D09	1	2.090471396	1:50000	NA18870	NA19160	18870_19160	00022
20170921	D10	1	2.447124657	1:50000	NA18870	NA19160	18870_19160	00070
20170921	D11	1	1.83488239	1:50000	NA18870	NA19160	18870_19160	00071
20170921	D12	1	1.847790872	1:50000	NA18870	NA19160	18870_19160	00072
20170921	E01	1	2.188390328	1:50000	NA18870	NA19160	18870_19160	00025
20170921	E02	1	2.345967681	1:50000	NA18870	NA19160	18870_19160	00026
20170921	E03	4	1.20220341	1:50000	NA18870	NA19160	18870_19160	00027
20170921	E04	1	1.650041063	1:50000	NA18870	NA19160	18870_19160	00075
20170921	E05	1	2.428183306	1:50000	NA18870	NA19160	18870_19160	00074
20170921	E06	1	0.652174083	1:50000	NA18870	NA19160	18870_19160	00073
20170921	E07	1	1.0910898	1:50000	NA18870	NA19160	18870_19160	00028
20170921	E08	1	0.976014382	1:50000	NA18870	NA19160	18870_19160	00029
20170921	E09	1	0.719291367	1:50000	NA18870	NA19160	18870_19160	00030
20170921	E10	1	1.30732553	1:50000	NA18870	NA19160	18870_19160	00078
20170921	E11	1	1.088903506	1:50000	NA18870	NA19160	18870_19160	00077
20170921	E12	1	1.823400726	1:50000	NA18870	NA19160	18870_19160	00076
20170921	F01	1	2.408575269	1:50000	NA18870	NA19160	18870_19160	00031
20170921	F02	1	1.12764005	1:50000	NA18870	NA19160	18870_19160	00032
20170921	F03	1	0.774210968	1:50000	NA18870	NA19160	18870_19160	00033
20170921	F04	1	2.45841087	1:50000	NA18870	NA19160	18870_19160	00081
20170921	F05	3	2.732652432	1:50000	NA18870	NA19160	18870_19160	00080
20170921	F06	1	1.805642087	1:50000	NA18870	NA19160	18870_19160	00079
20170921	F07	1	1.513000001	1:50000	NA18870	NA19160	18870_19160	00034
20170921	F08	1	2.578573747	1:50000	NA18870	NA19160	18870_19160	00035
20170921	F09	2	2.191259275	1:50000	NA18870	NA19160	18870_19160	00036
20170921	F10	1	2.561173317	1:50000	NA18870	NA19160	18870_19160	00084
20170921	F11	1	1.887360983	1:50000	NA18870	NA19160	18870_19160	00083
20170921	F12	3	1.475775431	1:50000	NA18870	NA19160	18870_19160	00082
20170921	G01	1	3.007657822	1:50000	NA18870	NA19160	18870_19160	00037
20170921	G02	1	2.523890297	1:50000	NA18870	NA19160	18870_19160	00038
20170921	G03	1	1.213294798	1:50000	NA18870	NA19160	18870_19160	00039
20170921	G04	1	1.305220121	1:50000	NA18870	NA19160	18870_19160	00087
20170921	G05	1	1.348140766	1:50000	NA18870	NA19160	18870_19160	00086
20170921	G06	1	1.578174175	1:50000	NA18870	NA19160	18870_19160	00085
20170921	G07	2	0.864282498	1:50000	NA18870	NA19160	18870_19160	00040
20170921	G08	1	1.263420812	1:50000	NA18870	NA19160	18870_19160	00041
20170921	G09	1	1.302327132	1:50000	NA18870	NA19160	18870_19160	00042
20170921	G10	1	2.508771341	1:50000	NA18870	NA19160	18870_19160	00090
20170921	G11	3	2.987757907	1:50000	NA18870	NA19160	18870_19160	00089
20170921	G12	1	2.542697392	1:50000	NA18870	NA19160	18870_19160	00088
20170921	H01	1	1.741991223	1:50000	NA18870	NA19160	18870_19160	00043
20170921	H02	1	2.031800883	1:50000	NA18870	NA19160	18870_19160	00044
20170921	H03	1	1.210670403	1:50000	NA18870	NA19160	18870_19160	00045
20170921	H04	2	1.44463588	1:50000	NA18870	NA19160	18870_19160	00093
20170921	H05	1	1.671289773	1:50000	NA18870	NA19160	18870_19160	00092
20170921	H06	1	2.203635226	1:50000	NA18870	NA19160	18870_19160	00091
20170921	H07	1	1.837909816	1:50000	NA18870	NA19160	18870_19160	00046
20170921	H08	1	1.493775796	1:50000	NA18870	NA19160	18870_19160	00047
20170921	H09	1	0.580204826	1:50000	NA18870	NA19160	18870_19160	00048
20170921	H10	1	1.280116918	1:50000	NA18870	NA19160	18870_19160	00096
20170921	H11	1	1.293513196	1:50000	NA18870	NA19160	18870_19160	00095
20170921	H12	4	1.338556595	1:50000	NA18870	NA19160	18870_19160	00094
20170922	A01	1	1.095208822	1:50000	NA18511	NA18870	18870_18511	00003
20170922	A02	1	0.935228523	1:50000	NA18511	NA18870	18870_18511	00002
20170922	A03	2	1.172252503	1:50000	NA18511	NA18870	18870_18511	00001
20170922	A04	1	1.087749362	1:50000	NA18511	NA18870	18870_18511	00049
20170922	A05	1	1.482464058	1:50000	NA18511	NA18870	18870_18511	00050
20170922	A06	1	0.851770562	1:50000	NA18511	NA18870	18870_18511	00051
20170922	A07	1	1.090341781	1:50000	NA18511	NA18870	18870_18511	00006
20170922	A08	1	0.458896836	1:50000	NA18511	NA18870	18870_18511	00005
20170922	A09	1	0.768534916	1:50000	NA18511	NA18870	18870_18511	00004
20170922	A10	1	1.525896265	1:50000	NA18511	NA18870	18870_18511	00052
20170922	A11	3	0.617396584	1:50000	NA18511	NA18870	18870_18511	00053
20170922	A12	3	0.922350141	1:50000	NA18511	NA18870	18870_18511	00054
20170922	B01	1	0.601174625	1:50000	NA18511	NA18870	18870_18511	00009
20170922	B02	1	1.863938004	1:50000	NA18511	NA18870	18870_18511	00008
20170922	B03	1	2.437876892	1:50000	NA18511	NA18870	18870_18511	00007
20170922	B04	1	2.329431872	1:50000	NA18511	NA18870	18870_18511	00055
20170922	B05	1	1.365253539	1:50000	NA18511	NA18870	18870_18511	00056
20170922	B06	1	2.02629881	1:50000	NA18511	NA18870	18870_18511	00057
20170922	B07	1	1.796431539	1:50000	NA18511	NA18870	18870_18511	00012
20170922	B08	1	1.330091764	1:50000	NA18511	NA18870	18870_18511	00011
20170922	B09	1	0.619993619	1:50000	NA18511	NA18870	18870_18511	00010
20170922	B10	1	2.047567881	1:50000	NA18511	NA18870	18870_18511	00058
20170922	B11	1	1.544569164	1:50000	NA18511	NA18870	18870_18511	00059
20170922	B12	0	0.26192135	1:50000	NA18511	NA18870	18870_18511	00060
20170922	C01	1	1.508289731	1:50000	NA18511	NA18870	18870_18511	00015
20170922	C02	1	1.295032623	1:50000	NA18511	NA18870	18870_18511	00014
20170922	C03	1	2.206066519	1:50000	NA18511	NA18870	18870_18511	00013
20170922	C04	1	1.400443184	1:50000	NA18511	NA18870	18870_18511	00061
20170922	C05	1	0.57097989	1:50000	NA18511	NA18870	18870_18511	00062
20170922	C06	1	1.730322555	1:50000	NA18511	NA18870	18870_18511	00063
20170922	C07	1	0.816791126	1:50000	NA18511	NA18870	18870_18511	00018
20170922	C08	1	1.103637779	1:50000	NA18511	NA18870	18870_18511	00017
20170922	C09	1	1.401544356	1:50000	NA18511	NA18870	18870_18511	00016
20170922	C10	1	0.454793979	1:50000	NA18511	NA18870	18870_18511	00064
20170922	C11	1	1.300943561	1:50000	NA18511	NA18870	18870_18511	00065
20170922	C12	1	0.274892238	1:50000	NA18511	NA18870	18870_18511	00066
20170922	D01	1	0.840599603	1:50000	NA18511	NA18870	18870_18511	00021
20170922	D02	2	2.006371722	1:50000	NA18511	NA18870	18870_18511	00020
20170922	D03	1	2.122504936	1:50000	NA18511	NA18870	18870_18511	00019
20170922	D04	1	2.117958748	1:50000	NA18511	NA18870	18870_18511	00067
20170922	D05	1	0.674005756	1:50000	NA18511	NA18870	18870_18511	00068
20170922	D06	1	1.166425737	1:50000	NA18511	NA18870	18870_18511	00069
20170922	D07	1	1.462353509	1:50000	NA18511	NA18870	18870_18511	00024
20170922	D08	1	1.593186592	1:50000	NA18511	NA18870	18870_18511	00023
20170922	D09	1	1.759697808	1:50000	NA18511	NA18870	18870_18511	00022
20170922	D10	1	2.22206157	1:50000	NA18511	NA18870	18870_18511	00070
20170922	D11	1	1.192741512	1:50000	NA18511	NA18870	18870_18511	00071
20170922	D12	1	1.481948422	1:50000	NA18511	NA18870	18870_18511	00072
20170922	E01	3	0.782995783	1:50000	NA18511	NA18870	18870_18511	00025
20170922	E02	1	1.8268609	1:50000	NA18511	NA18870	18870_18511	00026
20170922	E03	1	1.147066487	1:50000	NA18511	NA18870	18870_18511	00027
20170922	E04	1	1.801126269	1:50000	NA18511	NA18870	18870_18511	00075
20170922	E05	1	2.019715489	1:50000	NA18511	NA18870	18870_18511	00074
20170922	E06	1	2.097743482	1:50000	NA18511	NA18870	18870_18511	00073
20170922	E07	1	1.308344726	1:50000	NA18511	NA18870	18870_18511	00028
20170922	E08	1	2.188367537	1:50000	NA18511	NA18870	18870_18511	00029
20170922	E09	1	2.211205663	1:50000	NA18511	NA18870	18870_18511	00030
20170922	E10	1	1.933129623	1:50000	NA18511	NA18870	18870_18511	00078
20170922	E11	1	1.486830073	1:50000	NA18511	NA18870	18870_18511	00077
20170922	E12	1	1.324963236	1:50000	NA18511	NA18870	18870_18511	00076
20170922	F01	0	0.269079163	1:50000	NA18511	NA18870	18870_18511	00031
20170922	F02	1	0.249429257	1:50000	NA18511	NA18870	18870_18511	00032
20170922	F03	1	0.554890993	1:50000	NA18511	NA18870	18870_18511	00033
20170922	F04	1	1.714759693	1:50000	NA18511	NA18870	18870_18511	00081
20170922	F05	1	2.090427133	1:50000	NA18511	NA18870	18870_18511	00080
20170922	F06	1	2.22592221	1:50000	NA18511	NA18870	18870_18511	00079
20170922	F07	4	1.171736675	1:50000	NA18511	NA18870	18870_18511	00034
20170922	F08	3	0.886050823	1:50000	NA18511	NA18870	18870_18511	00035
20170922	F09	3	0.463317088	1:50000	NA18511	NA18870	18870_18511	00036
20170922	F10	1	1.638766336	1:50000	NA18511	NA18870	18870_18511	00084
20170922	F11	1	1.160198866	1:50000	NA18511	NA18870	18870_18511	00083
20170922	F12	1	1.708837105	1:50000	NA18511	NA18870	18870_18511	00082
20170922	G01	1	1.083837231	1:50000	NA18511	NA18870	18870_18511	00037
20170922	G02	1	0.354990814	1:50000	NA18511	NA18870	18870_18511	00038
20170922	G03	1	0.433721277	1:50000	NA18511	NA18870	18870_18511	00039
20170922	G04	1	1.360639663	1:50000	NA18511	NA18870	18870_18511	00087
20170922	G05	1	1.569044559	1:50000	NA18511	NA18870	18870_18511	00086
20170922	G06	1	2.308685213	1:50000	NA18511	NA18870	18870_18511	00085
20170922	G07	1	0.478337116	1:50000	NA18511	NA18870	18870_18511	00040
20170922	G08	1	0.413301916	1:50000	NA18511	NA18870	18870_18511	00041
