sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170919-C05	20170919	C05	1	0.561244757	50x dilution	NA18511	NA19098	19098_18511	00062
20170919-C06	20170919	C06	1	2.10057961	50x dilution	NA18511	NA19098	19098_18511	00063
20170919-C07	20170919	C07	1	2.073298101	50x dilution	NA18511	NA19098	19098_18511	00018
20170919-C08	20170919	C08	1	2.02589316	50x dilution	NA18511	NA19098	19098_18511	00017
20170919-C09	20170919	C09	1	0.781025857	50x dilution	NA18511	NA19098	19098_18511	00016
20170919-C10	20170919	C10	3	1.05702338	50x dilution	NA18511	NA19098	19098_18511	00064
20170919-C11	20170919	C11	1	2.047492462	50x dilution	NA18511	NA19098	19098_18511	00065
20170919-C12	20170919	C12	1	1.937453538	50x dilution	NA18511	NA19098	19098_18511	00066
20170919-D01	20170919	D01	1	0.523299408	50x dilution	NA18511	NA19098	19098_18511	00021
20170919-D02	20170919	D02	1	0.42161844	50x dilution	NA18511	NA19098	19098_18511	00020
20170919-D03	20170919	D03	1	0.706750723	50x dilution	NA18511	NA19098	19098_18511	00019
20170919-D04	20170919	D04	1	0.804312564	50x dilution	NA18511	NA19098	19098_18511	00067
20170919-D05	20170919	D05	1	0.465918039	50x dilution	NA18511	NA19098	19098_18511	00068
20170919-D06	20170919	D06	1	2.011459186	50x dilution	NA18511	NA19098	19098_18511	00069
20170919-D07	20170919	D07	2	2.211219185	50x dilution	NA18511	NA19098	19098_18511	00024
20170919-D08	20170919	D08	1	1.791680999	50x dilution	NA18511	NA19098	19098_18511	00023
20170919-D09	20170919	D09	1	1.992246931	50x dilution	NA18511	NA19098	19098_18511	00022
20170919-D10	20170919	D10	1	2.058653419	50x dilution	NA18511	NA19098	19098_18511	00070
20170919-D11	20170919	D11	1	2.229854619	50x dilution	NA18511	NA19098	19098_18511	00071
20170919-D12	20170919	D12	1	1.89213185	50x dilution	NA18511	NA19098	19098_18511	00072
20170919-E01	20170919	E01	1	2.13812294	50x dilution	NA18511	NA19098	19098_18511	00025
20170919-E02	20170919	E02	1	0.903191004	50x dilution	NA18511	NA19098	19098_18511	00026
20170919-E03	20170919	E03	1	0.825194354	50x dilution	NA18511	NA19098	19098_18511	00027
20170919-E04	20170919	E04	1	2.317714689	50x dilution	NA18511	NA19098	19098_18511	00075
20170919-E05	20170919	E05	3	0.808885637	50x dilution	NA18511	NA19098	19098_18511	00074
20170919-E06	20170919	E06	1	2.109374876	50x dilution	NA18511	NA19098	19098_18511	00073
20170919-E07	20170919	E07	2	1.174117448	50x dilution	NA18511	NA19098	19098_18511	00028
20170919-E08	20170919	E08	1	0.651024509	50x dilution	NA18511	NA19098	19098_18511	00029
20170919-E09	20170919	E09	2	1.966888638	50x dilution	NA18511	NA19098	19098_18511	00030
20170919-E10	20170919	E10	1	1.904112243	50x dilution	NA18511	NA19098	19098_18511	00078
20170919-E11	20170919	E11	1	1.118000051	50x dilution	NA18511	NA19098	19098_18511	00077
20170919-E12	20170919	E12	2	2.176172968	50x dilution	NA18511	NA19098	19098_18511	00076
20170919-F01	20170919	F01	3	1.033449087	50x dilution	NA18511	NA19098	19098_18511	00031
20170919-F02	20170919	F02	1	0.621248311	50x dilution	NA18511	NA19098	19098_18511	00032
20170919-F03	20170919	F03	1	1.908747501	50x dilution	NA18511	NA19098	19098_18511	00033
20170919-F04	20170919	F04	5	1.874555872	50x dilution	NA18511	NA19098	19098_18511	00081
20170919-F05	20170919	F05	1	2.153092241	50x dilution	NA18511	NA19098	19098_18511	00080
20170919-F06	20170919	F06	1	2.236442393	50x dilution	NA18511	NA19098	19098_18511	00079
20170919-F07	20170919	F07	1	0.716715182	50x dilution	NA18511	NA19098	19098_18511	00034
20170919-F08	20170919	F08	1	2.203927862	50x dilution	NA18511	NA19098	19098_18511	00035
20170919-F09	20170919	F09	1	1.933088929	50x dilution	NA18511	NA19098	19098_18511	00036
20170919-F10	20170919	F10	1	2.171195282	50x dilution	NA18511	NA19098	19098_18511	00084
20170919-F11	20170919	F11	1	2.028827429	50x dilution	NA18511	NA19098	19098_18511	00083
20170919-F12	20170919	F12	1	2.445474743	50x dilution	NA18511	NA19098	19098_18511	00082
20170919-G01	20170919	G01	1	1.872488762	50x dilution	NA18511	NA19098	19098_18511	00037
20170919-G02	20170919	G02	1	2.245940571	50x dilution	NA18511	NA19098	19098_18511	00038
20170919-G03	20170919	G03	1	2.097998964	50x dilution	NA18511	NA19098	19098_18511	00039
20170919-G04	20170919	G04	2	2.263614489	50x dilution	NA18511	NA19098	19098_18511	00087
20170919-G05	20170919	G05	1	2.074382262	50x dilution	NA18511	NA19098	19098_18511	00086
20170919-G06	20170919	G06	1	0.699649682	50x dilution	NA18511	NA19098	19098_18511	00085
20170919-G07	20170919	G07	1	2.324958071	50x dilution	NA18511	NA19098	19098_18511	00040
20170919-G08	20170919	G08	1	1.63802057	50x dilution	NA18511	NA19098	19098_18511	00041
20170919-G09	20170919	G09	1	1.621423875	50x dilution	NA18511	NA19098	19098_18511	00042
20170919-G10	20170919	G10	1	2.453564607	50x dilution	NA18511	NA19098	19098_18511	00090
20170919-G11	20170919	G11	1	0.516945864	50x dilution	NA18511	NA19098	19098_18511	00089
20170919-G12	20170919	G12	2	2.152375617	50x dilution	NA18511	NA19098	19098_18511	00088
20170919-H01	20170919	H01	1	1.022733106	50x dilution	NA18511	NA19098	19098_18511	00043
20170919-H02	20170919	H02	1	0.668036918	50x dilution	NA18511	NA19098	19098_18511	00044
20170919-H03	20170919	H03	1	2.400762962	50x dilution	NA18511	NA19098	19098_18511	00045
20170919-H04	20170919	H04	1	2.681587242	50x dilution	NA18511	NA19098	19098_18511	00093
20170919-H05	20170919	H05	1	2.44734831	50x dilution	NA18511	NA19098	19098_18511	00092
20170919-H06	20170919	H06	1	2.410181218	50x dilution	NA18511	NA19098	19098_18511	00091
20170919-H07	20170919	H07	1	2.03958657	50x dilution	NA18511	NA19098	19098_18511	00046
20170919-H08	20170919	H08	1	0.897246236	50x dilution	NA18511	NA19098	19098_18511	00047
20170919-H09	20170919	H09	5	1.476018159	50x dilution	NA18511	NA19098	19098_18511	00048
20170919-H10	20170919	H10	1	1.06313626	50x dilution	NA18511	NA19098	19098_18511	00096
20170919-H11	20170919	H11	1	2.576697237	50x dilution	NA18511	NA19098	19098_18511	00095
20170919-H12	20170919	H12	1	2.789115981	50x dilution	NA18511	NA19098	19098_18511	00094
