sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170913-B11	20170913	B11	1	1.785670917	50x dilution	NA18855	NA19160	18855_19160	00059
20170913-B12	20170913	B12	1	1.111061582	50x dilution	NA18855	NA19160	18855_19160	00060
20170913-C01	20170913	C01	1	0.548397934	50x dilution	NA18855	NA19160	18855_19160	00015
20170913-C02	20170913	C02	1	0.992154176	50x dilution	NA18855	NA19160	18855_19160	00014
20170913-C03	20170913	C03	1	1.891809351	50x dilution	NA18855	NA19160	18855_19160	00013
20170913-C04	20170913	C04	1	0.533670509	50x dilution	NA18855	NA19160	18855_19160	00061
20170913-C05	20170913	C05	1	1.120925022	50x dilution	NA18855	NA19160	18855_19160	00062
20170913-C06	20170913	C06	1	0.618156859	50x dilution	NA18855	NA19160	18855_19160	00063
20170913-C07	20170913	C07	1	1.586341372	50x dilution	NA18855	NA19160	18855_19160	00018
20170913-C08	20170913	C08	1	0.49834609	50x dilution	NA18855	NA19160	18855_19160	00017
20170913-C09	20170913	C09	1	0.803074141	50x dilution	NA18855	NA19160	18855_19160	00016
20170913-C10	20170913	C10	1	1.655317613	50x dilution	NA18855	NA19160	18855_19160	00064
20170913-C11	20170913	C11	1	1.142335314	50x dilution	NA18855	NA19160	18855_19160	00065
20170913-C12	20170913	C12	1	0.547064062	50x dilution	NA18855	NA19160	18855_19160	00066
20170913-D01	20170913	D01	1	1.550213766	50x dilution	NA18855	NA19160	18855_19160	00021
20170913-D02	20170913	D02	1	1.012850064	50x dilution	NA18855	NA19160	18855_19160	00020
20170913-D03	20170913	D03	1	0.814000781	50x dilution	NA18855	NA19160	18855_19160	00019
20170913-D04	20170913	D04	1	0.997987799	50x dilution	NA18855	NA19160	18855_19160	00067
20170913-D05	20170913	D05	1	1.049183046	50x dilution	NA18855	NA19160	18855_19160	00068
20170913-D06	20170913	D06	1	1.828626976	50x dilution	NA18855	NA19160	18855_19160	00069
20170913-D07	20170913	D07	1	0.431105007	50x dilution	NA18855	NA19160	18855_19160	00024
20170913-D08	20170913	D08	3	1.041753582	50x dilution	NA18855	NA19160	18855_19160	00023
20170913-D09	20170913	D09	1	0.570518488	50x dilution	NA18855	NA19160	18855_19160	00022
20170913-D10	20170913	D10	1	0.975516216	50x dilution	NA18855	NA19160	18855_19160	00070
20170913-D11	20170913	D11	4	0.98301969	50x dilution	NA18855	NA19160	18855_19160	00071
20170913-D12	20170913	D12	1	0.372445795	50x dilution	NA18855	NA19160	18855_19160	00072
20170913-E01	20170913	E01	1	0.385415934	50x dilution	NA18855	NA19160	18855_19160	00025
20170913-E02	20170913	E02	1	1.024938152	50x dilution	NA18855	NA19160	18855_19160	00026
20170913-E03	20170913	E03	1	1.105569822	50x dilution	NA18855	NA19160	18855_19160	00027
20170913-E04	20170913	E04	1	1.293585981	50x dilution	NA18855	NA19160	18855_19160	00075
20170913-E05	20170913	E05	1	0.992262291	50x dilution	NA18855	NA19160	18855_19160	00074
20170913-E06	20170913	E06	1	1.807010506	50x dilution	NA18855	NA19160	18855_19160	00073
20170913-E07	20170913	E07	1	0.50203773	50x dilution	NA18855	NA19160	18855_19160	00028
20170913-E08	20170913	E08	2	1.423578672	50x dilution	NA18855	NA19160	18855_19160	00029
20170913-E09	20170913	E09	1	1.046411877	50x dilution	NA18855	NA19160	18855_19160	00030
20170913-E10	20170913	E10	1	1.494275441	50x dilution	NA18855	NA19160	18855_19160	00078
20170913-E11	20170913	E11	1	1.078781955	50x dilution	NA18855	NA19160	18855_19160	00077
20170913-E12	20170913	E12	1	0.363592594	50x dilution	NA18855	NA19160	18855_19160	00076
20170913-F01	20170913	F01	1	0.992394063	50x dilution	NA18855	NA19160	18855_19160	00031
20170913-F02	20170913	F02	1	1.036069838	50x dilution	NA18855	NA19160	18855_19160	00032
20170913-F03	20170913	F03	1	1.771566086	50x dilution	NA18855	NA19160	18855_19160	00033
20170913-F04	20170913	F04	1	1.468846129	50x dilution	NA18855	NA19160	18855_19160	00081
20170913-F05	20170913	F05	3	1.186479277	50x dilution	NA18855	NA19160	18855_19160	00080
20170913-F06	20170913	F06	1	1.786609298	50x dilution	NA18855	NA19160	18855_19160	00079
20170913-F07	20170913	F07	1	0.591445184	50x dilution	NA18855	NA19160	18855_19160	00034
20170913-F08	20170913	F08	1	0.554975423	50x dilution	NA18855	NA19160	18855_19160	00035
20170913-F09	20170913	F09	1	1.219875778	50x dilution	NA18855	NA19160	18855_19160	00036
20170913-F10	20170913	F10	1	1.673866625	50x dilution	NA18855	NA19160	18855_19160	00084
20170913-F11	20170913	F11	1	1.501227182	50x dilution	NA18855	NA19160	18855_19160	00083
20170913-F12	20170913	F12	1	1.333106874	50x dilution	NA18855	NA19160	18855_19160	00082
20170913-G01	20170913	G01	1	1.849605607	50x dilution	NA18855	NA19160	18855_19160	00037
20170913-G02	20170913	G02	1	0.570544572	50x dilution	NA18855	NA19160	18855_19160	00038
20170913-G03	20170913	G03	1	0.491753626	50x dilution	NA18855	NA19160	18855_19160	00039
20170913-G04	20170913	G04	1	0.573299204	50x dilution	NA18855	NA19160	18855_19160	00087
20170913-G05	20170913	G05	1	1.517349511	50x dilution	NA18855	NA19160	18855_19160	00086
20170913-G06	20170913	G06	1	1.663008113	50x dilution	NA18855	NA19160	18855_19160	00085
20170913-G07	20170913	G07	1	1.737302322	50x dilution	NA18855	NA19160	18855_19160	00040
20170913-G08	20170913	G08	1	0.634735288	50x dilution	NA18855	NA19160	18855_19160	00041
20170913-G09	20170913	G09	1	2.116960273	50x dilution	NA18855	NA19160	18855_19160	00042
20170913-G10	20170913	G10	1	0.542001069	50x dilution	NA18855	NA19160	18855_19160	00090
20170913-G11	20170913	G11	1	1.75579282	50x dilution	NA18855	NA19160	18855_19160	00089
20170913-G12	20170913	G12	1	1.089223492	50x dilution	NA18855	NA19160	18855_19160	00088
20170913-H01	20170913	H01	1	1.593927246	50x dilution	NA18855	NA19160	18855_19160	00043
20170913-H02	20170913	H02	1	1.925276137	50x dilution	NA18855	NA19160	18855_19160	00044
20170913-H03	20170913	H03	1	1.471147867	50x dilution	NA18855	NA19160	18855_19160	00045
20170913-H04	20170913	H04	1	2.406322179	50x dilution	NA18855	NA19160	18855_19160	00093
20170913-H05	20170913	H05	1	1.425237009	50x dilution	NA18855	NA19160	18855_19160	00092
20170913-H06	20170913	H06	1	1.906760392	50x dilution	NA18855	NA19160	18855_19160	00091
20170913-H07	20170913	H07	0	0.635779283	50x dilution	NA18855	NA19160	18855_19160	00046
20170913-H08	20170913	H08	1	2.585156564	50x dilution	NA18855	NA19160	18855_19160	00047
20170913-H09	20170913	H09	1	2.598684439	50x dilution	NA18855	NA19160	18855_19160	00048
20170913-H10	20170913	H10	1	1.869808376	50x dilution	NA18855	NA19160	18855_19160	00096
20170913-H11	20170913	H11	1	2.105526789	50x dilution	NA18855	NA19160	18855_19160	00095
20170913-H12	20170913	H12	1	1.004716782	50x dilution	NA18855	NA19160	18855_19160	00094
