sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170910-D01	20170910	D01	1	1.338613195	50x dilution	NA18855	NA19101	18855_19101	00021
20170910-D02	20170910	D02	2	1.927692281	50x dilution	NA18855	NA19101	18855_19101	00020
20170910-D03	20170910	D03	3	0.97306439	50x dilution	NA18855	NA19101	18855_19101	00019
20170910-D04	20170910	D04	1	1.832852936	50x dilution	NA18855	NA19101	18855_19101	00067
20170910-D05	20170910	D05	1	1.525039064	50x dilution	NA18855	NA19101	18855_19101	00068
20170910-D06	20170910	D06	1	1.55500251	50x dilution	NA18855	NA19101	18855_19101	00069
20170910-D07	20170910	D07	1	1.556251043	50x dilution	NA18855	NA19101	18855_19101	00024
20170910-D08	20170910	D08	1	1.620842367	50x dilution	NA18855	NA19101	18855_19101	00023
20170910-D09	20170910	D09	1	1.741135688	50x dilution	NA18855	NA19101	18855_19101	00022
20170910-D10	20170910	D10	1	1.536078816	50x dilution	NA18855	NA19101	18855_19101	00070
20170910-D11	20170910	D11	0	0.27320801	50x dilution	NA18855	NA19101	18855_19101	00071
20170910-D12	20170910	D12	1	2.066958791	50x dilution	NA18855	NA19101	18855_19101	00072
20170910-E01	20170910	E01	2	1.310710949	50x dilution	NA18855	NA19101	18855_19101	00025
20170910-E02	20170910	E02	1	1.751330529	50x dilution	NA18855	NA19101	18855_19101	00026
20170910-E03	20170910	E03	1	1.502812998	50x dilution	NA18855	NA19101	18855_19101	00027
20170910-E04	20170910	E04	1	1.405636698	50x dilution	NA18855	NA19101	18855_19101	00075
20170910-E05	20170910	E05	1	1.716840772	50x dilution	NA18855	NA19101	18855_19101	00074
20170910-E06	20170910	E06	1	0.884663214	50x dilution	NA18855	NA19101	18855_19101	00073
20170910-E07	20170910	E07	1	2.11795673	50x dilution	NA18855	NA19101	18855_19101	00028
20170910-E08	20170910	E08	4	0.709881378	50x dilution	NA18855	NA19101	18855_19101	00029
20170910-E09	20170910	E09	1	1.442005573	50x dilution	NA18855	NA19101	18855_19101	00030
20170910-E10	20170910	E10	1	2.202894199	50x dilution	NA18855	NA19101	18855_19101	00078
20170910-E11	20170910	E11	2	2.05788307	50x dilution	NA18855	NA19101	18855_19101	00077
20170910-E12	20170910	E12	1	2.003561193	50x dilution	NA18855	NA19101	18855_19101	00076
20170910-F01	20170910	F01	1	1.424214004	50x dilution	NA18855	NA19101	18855_19101	00031
20170910-F02	20170910	F02	2	1.443069271	50x dilution	NA18855	NA19101	18855_19101	00032
20170910-F03	20170910	F03	1	1.318472955	50x dilution	NA18855	NA19101	18855_19101	00033
20170910-F04	20170910	F04	3	1.38454085	50x dilution	NA18855	NA19101	18855_19101	00081
20170910-F05	20170910	F05	1	1.621476844	50x dilution	NA18855	NA19101	18855_19101	00080
20170910-F06	20170910	F06	1	2.070232381	50x dilution	NA18855	NA19101	18855_19101	00079
20170910-F07	20170910	F07	1	1.995025425	50x dilution	NA18855	NA19101	18855_19101	00034
20170910-F08	20170910	F08	1	1.738895559	50x dilution	NA18855	NA19101	18855_19101	00035
20170910-F09	20170910	F09	1	1.478073995	50x dilution	NA18855	NA19101	18855_19101	00036
20170910-F10	20170910	F10	1	1.842146831	50x dilution	NA18855	NA19101	18855_19101	00084
20170910-F11	20170910	F11	1	1.779113209	50x dilution	NA18855	NA19101	18855_19101	00083
20170910-F12	20170910	F12	1	0.460536953	50x dilution	NA18855	NA19101	18855_19101	00082
20170910-G01	20170910	G01	1	1.283951227	50x dilution	NA18855	NA19101	18855_19101	00037
20170910-G02	20170910	G02	1	1.093790367	50x dilution	NA18855	NA19101	18855_19101	00038
20170910-G03	20170910	G03	1	1.484263667	50x dilution	NA18855	NA19101	18855_19101	00039
20170910-G04	20170910	G04	1	1.935262778	50x dilution	NA18855	NA19101	18855_19101	00087
20170910-G05	20170910	G05	1	2.22193118	50x dilution	NA18855	NA19101	18855_19101	00086
20170910-G06	20170910	G06	1	1.934750538	50x dilution	NA18855	NA19101	18855_19101	00085
20170910-G07	20170910	G07	1	0.558282987	50x dilution	NA18855	NA19101	18855_19101	00040
20170910-G08	20170910	G08	1	0.868310037	50x dilution	NA18855	NA19101	18855_19101	00041
20170910-G09	20170910	G09	1	1.797686867	50x dilution	NA18855	NA19101	18855_19101	00042
20170910-G10	20170910	G10	1	1.740847437	50x dilution	NA18855	NA19101	18855_19101	00090
20170910-G11	20170910	G11	1	0.994090941	50x dilution	NA18855	NA19101	18855_19101	00089
20170910-G12	20170910	G12	0	0.194146012	50x dilution	NA18855	NA19101	18855_19101	00088
20170910-H01	20170910	H01	1	2.267696831	50x dilution	NA18855	NA19101	18855_19101	00043
20170910-H02	20170910	H02	1	0.487941048	50x dilution	NA18855	NA19101	18855_19101	00044
20170910-H03	20170910	H03	3	1.79065521	50x dilution	NA18855	NA19101	18855_19101	00045
20170910-H04	20170910	H04	1	0.368624211	50x dilution	NA18855	NA19101	18855_19101	00093
20170910-H05	20170910	H05	4	1.709060647	50x dilution	NA18855	NA19101	18855_19101	00092
20170910-H06	20170910	H06	1	1.576252564	50x dilution	NA18855	NA19101	18855_19101	00091
20170910-H07	20170910	H07	3	0.723932614	50x dilution	NA18855	NA19101	18855_19101	00046
20170910-H08	20170910	H08	2	2.05374995	50x dilution	NA18855	NA19101	18855_19101	00047
20170910-H09	20170910	H09	1	1.654013917	50x dilution	NA18855	NA19101	18855_19101	00048
20170910-H10	20170910	H10	1	1.670599582	50x dilution	NA18855	NA19101	18855_19101	00096
20170910-H11	20170910	H11	1	2.02945271	50x dilution	NA18855	NA19101	18855_19101	00095
20170910-H12	20170910	H12	1	2.007281581	50x dilution	NA18855	NA19101	18855_19101	00094
