sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170924-D02	20170924	D02	1	1.515821414	50x dilution	NA18870	NA19160	19160_18870	00020
20170924-D03	20170924	D03	1	0.759773031	50x dilution	NA18870	NA19160	19160_18870	00019
20170924-D04	20170924	D04	3	1.460287029	50x dilution	NA18870	NA19160	19160_18870	00067
20170924-D05	20170924	D05	1	2.37985596	50x dilution	NA18870	NA19160	19160_18870	00068
20170924-D06	20170924	D06	1	2.642919985	50x dilution	NA18870	NA19160	19160_18870	00069
20170924-D07	20170924	D07	1	0.687463164	50x dilution	NA18870	NA19160	19160_18870	00024
20170924-D08	20170924	D08	1	1.936036776	50x dilution	NA18870	NA19160	19160_18870	00023
20170924-D09	20170924	D09	2	2.094009225	50x dilution	NA18870	NA19160	19160_18870	00022
20170924-D10	20170924	D10	2	2.103879051	50x dilution	NA18870	NA19160	19160_18870	00070
20170924-D11	20170924	D11	1	0.121474788	50x dilution	NA18870	NA19160	19160_18870	00071
20170924-D12	20170924	D12	1	2.069510716	50x dilution	NA18870	NA19160	19160_18870	00072
20170924-E01	20170924	E01	1	0.458164719	50x dilution	NA18870	NA19160	19160_18870	00025
20170924-E02	20170924	E02	2	1.904597086	50x dilution	NA18870	NA19160	19160_18870	00026
20170924-E03	20170924	E03	1	0.448487411	50x dilution	NA18870	NA19160	19160_18870	00027
20170924-E04	20170924	E04	1	1.979046859	50x dilution	NA18870	NA19160	19160_18870	00075
20170924-E05	20170924	E05	1	2.139890511	50x dilution	NA18870	NA19160	19160_18870	00074
20170924-E06	20170924	E06	1	1.505933134	50x dilution	NA18870	NA19160	19160_18870	00073
20170924-E07	20170924	E07	1	1.738485866	50x dilution	NA18870	NA19160	19160_18870	00028
20170924-E08	20170924	E08	1	1.125631348	50x dilution	NA18870	NA19160	19160_18870	00029
20170924-E09	20170924	E09	0	0.515644718	50x dilution	NA18870	NA19160	19160_18870	00030
20170924-E10	20170924	E10	1	2.407395766	50x dilution	NA18870	NA19160	19160_18870	00078
20170924-E11	20170924	E11	1	0.523355429	50x dilution	NA18870	NA19160	19160_18870	00077
20170924-E12	20170924	E12	1	3.043400632	50x dilution	NA18870	NA19160	19160_18870	00076
20170924-F01	20170924	F01	1	0.841913479	50x dilution	NA18870	NA19160	19160_18870	00031
20170924-F02	20170924	F02	0	1.870340326	50x dilution	NA18870	NA19160	19160_18870	00032
20170924-F03	20170924	F03	1	2.157178284	50x dilution	NA18870	NA19160	19160_18870	00033
20170924-F04	20170924	F04	1	1.808712752	50x dilution	NA18870	NA19160	19160_18870	00081
20170924-F05	20170924	F05	1	1.959224935	50x dilution	NA18870	NA19160	19160_18870	00080
20170924-F06	20170924	F06	1	2.732885724	50x dilution	NA18870	NA19160	19160_18870	00079
20170924-F07	20170924	F07	1	2.668546387	50x dilution	NA18870	NA19160	19160_18870	00034
20170924-F08	20170924	F08	2	0.676965394	50x dilution	NA18870	NA19160	19160_18870	00035
20170924-F09	20170924	F09	1	1.941061434	50x dilution	NA18870	NA19160	19160_18870	00036
20170924-F10	20170924	F10	1	1.844186605	50x dilution	NA18870	NA19160	19160_18870	00084
20170924-F11	20170924	F11	1	1.477130458	50x dilution	NA18870	NA19160	19160_18870	00083
20170924-F12	20170924	F12	1	3.498464432	50x dilution	NA18870	NA19160	19160_18870	00082
20170924-G01	20170924	G01	1	1.985347949	50x dilution	NA18870	NA19160	19160_18870	00037
20170924-G02	20170924	G02	1	1.825567596	50x dilution	NA18870	NA19160	19160_18870	00038
20170924-G03	20170924	G03	1	2.613938467	50x dilution	NA18870	NA19160	19160_18870	00039
20170924-G04	20170924	G04	1	1.965939015	50x dilution	NA18870	NA19160	19160_18870	00087
20170924-G05	20170924	G05	1	1.546164969	50x dilution	NA18870	NA19160	19160_18870	00086
20170924-G06	20170924	G06	1	1.587285221	50x dilution	NA18870	NA19160	19160_18870	00085
20170924-G07	20170924	G07	1	1.928124197	50x dilution	NA18870	NA19160	19160_18870	00040
20170924-G08	20170924	G08	3	2.155402843	50x dilution	NA18870	NA19160	19160_18870	00041
20170924-G09	20170924	G09	1	0.168203192	50x dilution	NA18870	NA19160	19160_18870	00042
20170924-G10	20170924	G10	2	2.017264226	50x dilution	NA18870	NA19160	19160_18870	00090
20170924-G11	20170924	G11	2	1.834307776	50x dilution	NA18870	NA19160	19160_18870	00089
20170924-G12	20170924	G12	1	2.13585947	50x dilution	NA18870	NA19160	19160_18870	00088
20170924-H01	20170924	H01	3	0.709883589	50x dilution	NA18870	NA19160	19160_18870	00043
20170924-H02	20170924	H02	1	1.995480701	50x dilution	NA18870	NA19160	19160_18870	00044
20170924-H03	20170924	H03	1	1.403618894	50x dilution	NA18870	NA19160	19160_18870	00045
20170924-H04	20170924	H04	1	1.291132048	50x dilution	NA18870	NA19160	19160_18870	00093
20170924-H05	20170924	H05	1	2.413249626	50x dilution	NA18870	NA19160	19160_18870	00092
20170924-H06	20170924	H06	1	1.44459318	50x dilution	NA18870	NA19160	19160_18870	00091
20170924-H07	20170924	H07	1	2.498776853	50x dilution	NA18870	NA19160	19160_18870	00046
20170924-H08	20170924	H08	1	0.502145153	50x dilution	NA18870	NA19160	19160_18870	00047
20170924-H09	20170924	H09	12	1.530394631	50x dilution	NA18870	NA19160	19160_18870	00048
20170924-H10	20170924	H10	2	0.129580358	50x dilution	NA18870	NA19160	19160_18870	00096
20170924-H11	20170924	H11	1	1.36047008	50x dilution	NA18870	NA19160	19160_18870	00095
20170924-H12	20170924	H12	1	2.067836127	50x dilution	NA18870	NA19160	19160_18870	00094
