sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170912-C03	20170912	C03	1	1.783341333	50x dilution	NA18870	NA19098	19098_18870	00013
20170912-C04	20170912	C04	1	1.606176937	50x dilution	NA18870	NA19098	19098_18870	00061
20170912-C05	20170912	C05	1	2.04984113	50x dilution	NA18870	NA19098	19098_18870	00062
20170912-C06	20170912	C06	1	1.616588442	50x dilution	NA18870	NA19098	19098_18870	00063
20170912-C07	20170912	C07	1	1.83349139	50x dilution	NA18870	NA19098	19098_18870	00018
20170912-C08	20170912	C08	1	1.923803656	50x dilution	NA18870	NA19098	19098_18870	00017
20170912-C09	20170912	C09	1	1.765165986	50x dilution	NA18870	NA19098	19098_18870	00016
20170912-C10	20170912	C10	1	1.956149336	50x dilution	NA18870	NA19098	19098_18870	00064
20170912-C11	20170912	C11	1	1.660946138	50x dilution	NA18870	NA19098	19098_18870	00065
20170912-C12	20170912	C12	1	2.073995048	50x dilution	NA18870	NA19098	19098_18870	00066
20170912-D01	20170912	D01	1	1.928170486	50x dilution	NA18870	NA19098	19098_18870	00021
20170912-D02	20170912	D02	1	1.904874676	50x dilution	NA18870	NA19098	19098_18870	00020
20170912-D03	20170912	D03	1	1.789808418	50x dilution	NA18870	NA19098	19098_18870	00019
20170912-D04	20170912	D04	1	1.612102167	50x dilution	NA18870	NA19098	19098_18870	00067
20170912-D05	20170912	D05	1	1.985680079	50x dilution	NA18870	NA19098	19098_18870	00068
20170912-D06	20170912	D06	1	2.020579333	50x dilution	NA18870	NA19098	19098_18870	00069
20170912-D07	20170912	D07	1	2.01636826	50x dilution	NA18870	NA19098	19098_18870	00024
20170912-D08	20170912	D08	1	1.94729237	50x dilution	NA18870	NA19098	19098_18870	00023
20170912-D09	20170912	D09	1	1.547619163	50x dilution	NA18870	NA19098	19098_18870	00022
20170912-D10	20170912	D10	1	2.174680213	50x dilution	NA18870	NA19098	19098_18870	00070
20170912-D11	20170912	D11	1	1.736176972	50x dilution	NA18870	NA19098	19098_18870	00071
20170912-D12	20170912	D12	1	1.912663196	50x dilution	NA18870	NA19098	19098_18870	00072
20170912-E01	20170912	E01	1	1.906524113	50x dilution	NA18870	NA19098	19098_18870	00025
20170912-E02	20170912	E02	1	0.972614462	50x dilution	NA18870	NA19098	19098_18870	00026
20170912-E03	20170912	E03	1	1.693962137	50x dilution	NA18870	NA19098	19098_18870	00027
20170912-E04	20170912	E04	1	1.24609432	50x dilution	NA18870	NA19098	19098_18870	00075
20170912-E05	20170912	E05	1	1.541156081	50x dilution	NA18870	NA19098	19098_18870	00074
20170912-E06	20170912	E06	1	1.32486824	50x dilution	NA18870	NA19098	19098_18870	00073
20170912-E07	20170912	E07	1	0.523795265	50x dilution	NA18870	NA19098	19098_18870	00028
20170912-E08	20170912	E08	3	1.277027507	50x dilution	NA18870	NA19098	19098_18870	00029
20170912-E09	20170912	E09	1	1.922020048	50x dilution	NA18870	NA19098	19098_18870	00030
20170912-E10	20170912	E10	1	1.84012827	50x dilution	NA18870	NA19098	19098_18870	00078
20170912-E11	20170912	E11	1	1.874817207	50x dilution	NA18870	NA19098	19098_18870	00077
20170912-E12	20170912	E12	1	2.23977081	50x dilution	NA18870	NA19098	19098_18870	00076
20170912-F01	20170912	F01	1	1.922748507	50x dilution	NA18870	NA19098	19098_18870	00031
20170912-F02	20170912	F02	1	2.206532597	50x dilution	NA18870	NA19098	19098_18870	00032
20170912-F03	20170912	F03	5	0.986568754	50x dilution	NA18870	NA19098	19098_18870	00033
20170912-F04	20170912	F04	1	2.030992243	50x dilution	NA18870	NA19098	19098_18870	00081
20170912-F05	20170912	F05	1	2.350700331	50x dilution	NA18870	NA19098	19098_18870	00080
20170912-F06	20170912	F06	1	1.850317043	50x dilution	NA18870	NA19098	19098_18870	00079
20170912-F07	20170912	F07	1	1.497731834	50x dilution	NA18870	NA19098	19098_18870	00034
20170912-F08	20170912	F08	1	1.831066229	50x dilution	NA18870	NA19098	19098_18870	00035
20170912-F09	20170912	F09	1	1.359131641	50x dilution	NA18870	NA19098	19098_18870	00036
20170912-F10	20170912	F10	1	2.039151605	50x dilution	NA18870	NA19098	19098_18870	00084
20170912-F11	20170912	F11	5	0.040699188	50x dilution	NA18870	NA19098	19098_18870	00083
20170912-F12	20170912	F12	1	1.619679664	50x dilution	NA18870	NA19098	19098_18870	00082
20170912-G01	20170912	G01	1	2.507516419	50x dilution	NA18870	NA19098	19098_18870	00037
20170912-G02	20170912	G02	1	2.823583021	50x dilution	NA18870	NA19098	19098_18870	00038
20170912-G03	20170912	G03	1	2.349765414	50x dilution	NA18870	NA19098	19098_18870	00039
20170912-G04	20170912	G04	1	3.122464368	50x dilution	NA18870	NA19098	19098_18870	00087
20170912-G05	20170912	G05	1	2.293703377	50x dilution	NA18870	NA19098	19098_18870	00086
20170912-G06	20170912	G06	1	1.026218927	50x dilution	NA18870	NA19098	19098_18870	00085
20170912-G07	20170912	G07	1	2.103430226	50x dilution	NA18870	NA19098	19098_18870	00040
20170912-G08	20170912	G08	1	1.681376813	50x dilution	NA18870	NA19098	19098_18870	00041
20170912-G09	20170912	G09	1	0.713320287	50x dilution	NA18870	NA19098	19098_18870	00042
20170912-G10	20170912	G10	1	0.84626411	50x dilution	NA18870	NA19098	19098_18870	00090
20170912-G11	20170912	G11	1	2.605522027	50x dilution	NA18870	NA19098	19098_18870	00089
20170912-G12	20170912	G12	1	3.317337225	50x dilution	NA18870	NA19098	19098_18870	00088
20170912-H01	20170912	H01	1	2.171618336	50x dilution	NA18870	NA19098	19098_18870	00043
20170912-H02	20170912	H02	1	2.713854779	50x dilution	NA18870	NA19098	19098_18870	00044
20170912-H03	20170912	H03	1	1.524988348	50x dilution	NA18870	NA19098	19098_18870	00045
20170912-H04	20170912	H04	1	2.318277921	50x dilution	NA18870	NA19098	19098_18870	00093
20170912-H05	20170912	H05	1	2.530371271	50x dilution	NA18870	NA19098	19098_18870	00092
20170912-H06	20170912	H06	1	1.841740305	50x dilution	NA18870	NA19098	19098_18870	00091
20170912-H07	20170912	H07	1	2.268287951	50x dilution	NA18870	NA19098	19098_18870	00046
20170912-H08	20170912	H08	1	3.298008931	50x dilution	NA18870	NA19098	19098_18870	00047
20170912-H09	20170912	H09	1	0.501646762	50x dilution	NA18870	NA19098	19098_18870	00048
20170912-H10	20170912	H10	1	2.850383273	50x dilution	NA18870	NA19098	19098_18870	00096
20170912-H11	20170912	H11	1	2.171534866	50x dilution	NA18870	NA19098	19098_18870	00095
20170912-H12	20170912	H12	1	2.328791134	50x dilution	NA18870	NA19098	19098_18870	00094
