sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170908-C05	20170908	C05	1	2.956363021	50x dilution	NA18870	NA19101	18870_19101	00062
20170908-C06	20170908	C06	1	2.268008958	50x dilution	NA18870	NA19101	18870_19101	00063
20170908-C07	20170908	C07	1	2.693699277	50x dilution	NA18870	NA19101	18870_19101	00018
20170908-C08	20170908	C08	1	2.763552401	50x dilution	NA18870	NA19101	18870_19101	00017
20170908-C09	20170908	C09	1	0.892350945	50x dilution	NA18870	NA19101	18870_19101	00016
20170908-C10	20170908	C10	1	1.928504143	50x dilution	NA18870	NA19101	18870_19101	00064
20170908-C11	20170908	C11	1	1.777097279	50x dilution	NA18870	NA19101	18870_19101	00065
20170908-C12	20170908	C12	0	0.366577965	50x dilution	NA18870	NA19101	18870_19101	00066
20170908-D01	20170908	D01	1	0.80895733	50x dilution	NA18870	NA19101	18870_19101	00021
20170908-D02	20170908	D02	1	2.759959989	50x dilution	NA18870	NA19101	18870_19101	00020
20170908-D03	20170908	D03	2	1.692533615	50x dilution	NA18870	NA19101	18870_19101	00019
20170908-D04	20170908	D04	1	2.45744164	50x dilution	NA18870	NA19101	18870_19101	00067
20170908-D05	20170908	D05	1	3.936408577	50x dilution	NA18870	NA19101	18870_19101	00068
20170908-D06	20170908	D06	1	2.100392253	50x dilution	NA18870	NA19101	18870_19101	00069
20170908-D07	20170908	D07	1	2.439711949	50x dilution	NA18870	NA19101	18870_19101	00024
20170908-D08	20170908	D08	1	0.585470256	50x dilution	NA18870	NA19101	18870_19101	00023
20170908-D09	20170908	D09	1	1.579492247	50x dilution	NA18870	NA19101	18870_19101	00022
20170908-D10	20170908	D10	1	1.272825018	50x dilution	NA18870	NA19101	18870_19101	00070
20170908-D11	20170908	D11	1	1.172856684	50x dilution	NA18870	NA19101	18870_19101	00071
20170908-D12	20170908	D12	1	0.244453578	50x dilution	NA18870	NA19101	18870_19101	00072
20170908-E01	20170908	E01	1	3.641049138	50x dilution	NA18870	NA19101	18870_19101	00025
20170908-E02	20170908	E02	1	3.269399454	50x dilution	NA18870	NA19101	18870_19101	00026
20170908-E03	20170908	E03	1	1.875647118	50x dilution	NA18870	NA19101	18870_19101	00027
20170908-E04	20170908	E04	0	0.661490846	50x dilution	NA18870	NA19101	18870_19101	00075
20170908-E05	20170908	E05	1	2.82979667	50x dilution	NA18870	NA19101	18870_19101	00074
20170908-E06	20170908	E06	1	1.369753076	50x dilution	NA18870	NA19101	18870_19101	00073
20170908-E07	20170908	E07	1	0.629876439	50x dilution	NA18870	NA19101	18870_19101	00028
20170908-E08	20170908	E08	1	1.866320437	50x dilution	NA18870	NA19101	18870_19101	00029
20170908-E09	20170908	E09	3	0.580120038	50x dilution	NA18870	NA19101	18870_19101	00030
20170908-E10	20170908	E10	1	0.92579047	50x dilution	NA18870	NA19101	18870_19101	00078
20170908-E11	20170908	E11	1	1.076211892	50x dilution	NA18870	NA19101	18870_19101	00077
20170908-E12	20170908	E12	1	0.15210085	50x dilution	NA18870	NA19101	18870_19101	00076
20170908-F01	20170908	F01	1	2.026422918	50x dilution	NA18870	NA19101	18870_19101	00031
20170908-F02	20170908	F02	1	1.716335743	50x dilution	NA18870	NA19101	18870_19101	00032
20170908-F03	20170908	F03	1	2.366308872	50x dilution	NA18870	NA19101	18870_19101	00033
20170908-F04	20170908	F04	1	2.141376041	50x dilution	NA18870	NA19101	18870_19101	00081
20170908-F05	20170908	F05	1	2.879458352	50x dilution	NA18870	NA19101	18870_19101	00080
20170908-F06	20170908	F06	1	3.091222713	50x dilution	NA18870	NA19101	18870_19101	00079
20170908-F07	20170908	F07	1	1.457550901	50x dilution	NA18870	NA19101	18870_19101	00034
20170908-F08	20170908	F08	1	0.684623216	50x dilution	NA18870	NA19101	18870_19101	00035
20170908-F09	20170908	F09	1	2.545155669	50x dilution	NA18870	NA19101	18870_19101	00036
20170908-F10	20170908	F10	1	2.461402399	50x dilution	NA18870	NA19101	18870_19101	00084
20170908-F11	20170908	F11	1	3.322591392	50x dilution	NA18870	NA19101	18870_19101	00083
20170908-F12	20170908	F12	1	3.61948795	50x dilution	NA18870	NA19101	18870_19101	00082
20170908-G01	20170908	G01	1	2.733555037	50x dilution	NA18870	NA19101	18870_19101	00037
20170908-G02	20170908	G02	5	2.08695565	50x dilution	NA18870	NA19101	18870_19101	00038
20170908-G03	20170908	G03	1	2.592051364	50x dilution	NA18870	NA19101	18870_19101	00039
20170908-G04	20170908	G04	1	0.998754751	50x dilution	NA18870	NA19101	18870_19101	00087
20170908-G05	20170908	G05	1	2.886060372	50x dilution	NA18870	NA19101	18870_19101	00086
20170908-G06	20170908	G06	1	4.163588045	50x dilution	NA18870	NA19101	18870_19101	00085
20170908-G07	20170908	G07	1	4.165603726	50x dilution	NA18870	NA19101	18870_19101	00040
20170908-G08	20170908	G08	1	3.084557149	50x dilution	NA18870	NA19101	18870_19101	00041
20170908-G09	20170908	G09	2	2.004450006	50x dilution	NA18870	NA19101	18870_19101	00042
20170908-G10	20170908	G10	1	3.737006278	50x dilution	NA18870	NA19101	18870_19101	00090
20170908-G11	20170908	G11	1	3.924016394	50x dilution	NA18870	NA19101	18870_19101	00089
20170908-G12	20170908	G12	1	3.987157151	50x dilution	NA18870	NA19101	18870_19101	00088
20170908-H01	20170908	H01	3	1.450884203	50x dilution	NA18870	NA19101	18870_19101	00043
20170908-H02	20170908	H02	1	3.174770994	50x dilution	NA18870	NA19101	18870_19101	00044
20170908-H03	20170908	H03	1	0.923950673	50x dilution	NA18870	NA19101	18870_19101	00045
20170908-H04	20170908	H04	1	3.715313783	50x dilution	NA18870	NA19101	18870_19101	00093
20170908-H05	20170908	H05	1	3.909643463	50x dilution	NA18870	NA19101	18870_19101	00092
20170908-H06	20170908	H06	1	3.219464819	50x dilution	NA18870	NA19101	18870_19101	00091
20170908-H07	20170908	H07	1	4.29267566	50x dilution	NA18870	NA19101	18870_19101	00046
20170908-H08	20170908	H08	2	2.618571951	50x dilution	NA18870	NA19101	18870_19101	00047
20170908-H09	20170908	H09	1	4.500813499	50x dilution	NA18870	NA19101	18870_19101	00048
20170908-H10	20170908	H10	1	5.806953776	50x dilution	NA18870	NA19101	18870_19101	00096
20170908-H11	20170908	H11	1	2.641083286	50x dilution	NA18870	NA19101	18870_19101	00095
20170908-H12	20170908	H12	1	3.586429065	50x dilution	NA18870	NA19101	18870_19101	00094
